city;measurement;time;type;stat;kind;radar;speed
Żukowo;1;dzien;Ciężarowe;Mean;fotoradar;FALSE;50
Aleksandrów;1;dzien;Ciężarowe z przyczepą i autobusy;Mean;fotoradar;FALSE;67
Boćki;1;dzien;Ciężarowe z przyczepą i autobusy;Mean;fotoradar;FALSE;50
Bratian;1;dzien;Ciężarowe z przyczepą i autobusy;Mean;fotoradar;FALSE;53
Cielcza;1;dzien;Ciężarowe z przyczepą i autobusy;Mean;fotoradar;FALSE;55
Czerwińsk nad Wisłą;1;dzien;Ciężarowe z przyczepą i autobusy;Mean;fotoradar;FALSE;58
Domaradz;1;dzien;Ciężarowe z przyczepą i autobusy;Mean;fotoradar;FALSE;75
Egiertowo;1;dzien;Ciężarowe z przyczepą i autobusy;Mean;fotoradar;FALSE;48
Gniechowice;1;dzien;Ciężarowe z przyczepą i autobusy;Mean;fotoradar;FALSE;53
Jedlińsk;1;dzien;Ciężarowe z przyczepą i autobusy;Mean;fotoradar;FALSE;71
Kleczanów;1;dzien;Ciężarowe z przyczepą i autobusy;Mean;fotoradar;FALSE;65
Kozienice;1;dzien;Ciężarowe z przyczepą i autobusy;Mean;fotoradar;FALSE;45
Kraczkowa;1;dzien;Ciężarowe z przyczepą i autobusy;Mean;fotoradar;FALSE;77
Libidza;1;dzien;Ciężarowe z przyczepą i autobusy;Mean;fotoradar;FALSE;59
Lubień;1;dzien;Ciężarowe z przyczepą i autobusy;Mean;fotoradar;FALSE;66
Lubliniec;1;dzien;Ciężarowe z przyczepą i autobusy;Mean;fotoradar;FALSE;73
Łąck;1;dzien;Ciężarowe z przyczepą i autobusy;Mean;fotoradar;FALSE;59
Łuszczów Pierwszy;1;dzien;Ciężarowe z przyczepą i autobusy;Mean;fotoradar;FALSE;55
Małkowo;1;dzien;Ciężarowe z przyczepą i autobusy;Mean;fotoradar;FALSE;62
Mniów;1;dzien;Ciężarowe z przyczepą i autobusy;Mean;fotoradar;FALSE;66
Mokrzeszów;1;dzien;Ciężarowe z przyczepą i autobusy;Mean;fotoradar;FALSE;50
Nowa Wieś;1;dzien;Ciężarowe z przyczepą i autobusy;Mean;fotoradar;FALSE;56
Nowy Targ;1;dzien;Ciężarowe z przyczepą i autobusy;Mean;fotoradar;FALSE;61
Ojrzeń;1;dzien;Ciężarowe z przyczepą i autobusy;Mean;fotoradar;FALSE;43
Opatów;1;dzien;Ciężarowe z przyczepą i autobusy;Mean;fotoradar;FALSE;53
Ostrów Wielkopolski;1;dzien;Ciężarowe z przyczepą i autobusy;Mean;fotoradar;FALSE;45
Ostrówek;1;dzien;Ciężarowe z przyczepą i autobusy;Mean;fotoradar;FALSE;59
Ożarów;1;dzien;Ciężarowe z przyczepą i autobusy;Mean;fotoradar;FALSE;56
Pawłowice;1;dzien;Ciężarowe z przyczepą i autobusy;Mean;fotoradar;FALSE;68
Polichna;1;dzien;Ciężarowe z przyczepą i autobusy;Mean;fotoradar;FALSE;58
Przasnysz;1;dzien;Ciężarowe z przyczepą i autobusy;Mean;fotoradar;FALSE;52
Przerzeczyn Zdrój;1;dzien;Ciężarowe z przyczepą i autobusy;Mean;fotoradar;FALSE;59
Przytoczno;1;dzien;Ciężarowe z przyczepą i autobusy;Mean;fotoradar;FALSE;72
Samborowo;1;dzien;Ciężarowe z przyczepą i autobusy;Mean;fotoradar;FALSE;43
Sławno;1;dzien;Ciężarowe z przyczepą i autobusy;Mean;fotoradar;FALSE;86
Słupca;1;dzien;Ciężarowe z przyczepą i autobusy;Mean;fotoradar;FALSE;55
Smolice;1;dzien;Ciężarowe z przyczepą i autobusy;Mean;fotoradar;FALSE;64
Wilczowola;1;dzien;Ciężarowe z przyczepą i autobusy;Mean;fotoradar;FALSE;52
Zbydniów;1;dzien;Ciężarowe z przyczepą i autobusy;Mean;fotoradar;FALSE;57
Żarnowo Drugie;1;dzien;Ciężarowe z przyczepą i autobusy;Mean;fotoradar;FALSE;57
Żukowo;1;dzien;Ciężarowe z przyczepą i autobusy;Mean;fotoradar;FALSE;52
Aleksandrów;2;dzien;Jednoślady;Max;fotoradar;FALSE;87
Boćki;2;dzien;Jednoślady;Max;fotoradar;FALSE;71
Bratian;2;dzien;Jednoślady;Max;fotoradar;FALSE;101
Cielcza;2;dzien;Jednoślady;Max;fotoradar;FALSE;68
Czerwińsk nad Wisłą;2;dzien;Jednoślady;Max;fotoradar;FALSE;53
Domaradz;2;dzien;Jednoślady;Max;fotoradar;FALSE;108
Egiertowo;2;dzien;Jednoślady;Max;fotoradar;FALSE;71
Gniechowice;2;dzien;Jednoślady;Max;fotoradar;FALSE;60
Jedlińsk;2;dzien;Jednoślady;Max;fotoradar;FALSE;135
Kleczanów;2;dzien;Jednoślady;Max;fotoradar;FALSE;82
Kozienice;2;dzien;Jednoślady;Max;fotoradar;FALSE;50
Kraczkowa;2;dzien;Jednoślady;Max;fotoradar;FALSE;90
Libidza;2;dzien;Jednoślady;Max;fotoradar;FALSE;66
Lubień;2;dzien;Jednoślady;Max;fotoradar;FALSE;71
Lubliniec;2;dzien;Jednoślady;Max;fotoradar;FALSE;50
Łąck;2;dzien;Jednoślady;Max;fotoradar;FALSE;72
Łuszczów Pierwszy;2;dzien;Jednoślady;Max;fotoradar;FALSE;75
Małkowo;2;dzien;Jednoślady;Max;fotoradar;FALSE;77
Mniów;2;dzien;Jednoślady;Max;fotoradar;FALSE;64
Mokrzeszów;2;dzien;Jednoślady;Max;fotoradar;FALSE;71
Nowa Wieś;2;dzien;Jednoślady;Max;fotoradar;FALSE;59
Nowy Targ;2;dzien;Jednoślady;Max;fotoradar;FALSE;77
Ojrzeń;2;dzien;Jednoślady;Max;fotoradar;FALSE;50
Opatów;2;dzien;Jednoślady;Max;fotoradar;FALSE;93
Ostrów Wielkopolski;2;dzien;Jednoślady;Max;fotoradar;FALSE;62
Ostrówek;2;dzien;Jednoślady;Max;fotoradar;FALSE;56
Ożarów;2;dzien;Jednoślady;Max;fotoradar;FALSE;78
Pawłowice;2;dzien;Jednoślady;Max;fotoradar;FALSE;77
Polichna;2;dzien;Jednoślady;Max;fotoradar;FALSE;59
Przasnysz;2;dzien;Jednoślady;Max;fotoradar;FALSE;81
Przerzeczyn Zdrój;2;dzien;Jednoślady;Max;fotoradar;FALSE;65
Przytoczno;2;dzien;Jednoślady;Max;fotoradar;FALSE;78
Samborowo;2;dzien;Jednoślady;Max;fotoradar;FALSE;53
Sławno;2;dzien;Jednoślady;Max;fotoradar;FALSE;133
Słupca;2;dzien;Jednoślady;Max;fotoradar;FALSE;76
Smolice;2;dzien;Jednoślady;Max;fotoradar;FALSE;55
Wilczowola;2;dzien;Jednoślady;Max;fotoradar;FALSE;62
Zbydniów;2;dzien;Jednoślady;Max;fotoradar;FALSE;67
Żarnowo Drugie;2;dzien;Jednoślady;Max;fotoradar;FALSE;67
Żukowo;2;dzien;Jednoślady;Max;fotoradar;FALSE;100
Aleksandrów;2;dzien;Osobowe;Max;fotoradar;FALSE;135
Boćki;2;dzien;Osobowe;Max;fotoradar;FALSE;81
Bratian;2;dzien;Osobowe;Max;fotoradar;FALSE;100
Cielcza;2;dzien;Osobowe;Max;fotoradar;FALSE;105
Czerwińsk nad Wisłą;2;dzien;Osobowe;Max;fotoradar;FALSE;112
Domaradz;2;dzien;Osobowe;Max;fotoradar;FALSE;134
Egiertowo;2;dzien;Osobowe;Max;fotoradar;FALSE;110
Gniechowice;2;dzien;Osobowe;Max;fotoradar;FALSE;75
Jedlińsk;2;dzien;Osobowe;Max;fotoradar;FALSE;178
Kleczanów;2;dzien;Osobowe;Max;fotoradar;FALSE;138
Kozienice;2;dzien;Osobowe;Max;fotoradar;FALSE;96
Kraczkowa;2;dzien;Osobowe;Max;fotoradar;FALSE;134
Libidza;2;dzien;Osobowe;Max;fotoradar;FALSE;134
Lubień;2;dzien;Osobowe;Max;fotoradar;FALSE;103
Lubliniec;2;dzien;Osobowe;Max;fotoradar;FALSE;138
Łąck;2;dzien;Osobowe;Max;fotoradar;FALSE;108
Łuszczów Pierwszy;2;dzien;Osobowe;Max;fotoradar;FALSE;113
Małkowo;2;dzien;Osobowe;Max;fotoradar;FALSE;111
Mniów;2;dzien;Osobowe;Max;fotoradar;FALSE;114
Mokrzeszów;2;dzien;Osobowe;Max;fotoradar;FALSE;115
Nowa Wieś;2;dzien;Osobowe;Max;fotoradar;FALSE;120
Nowy Targ;2;dzien;Osobowe;Max;fotoradar;FALSE;106
Ojrzeń;2;dzien;Osobowe;Max;fotoradar;FALSE;88
Opatów;2;dzien;Osobowe;Max;fotoradar;FALSE;99
Ostrów Wielkopolski;2;dzien;Osobowe;Max;fotoradar;FALSE;99
Ostrówek;2;dzien;Osobowe;Max;fotoradar;FALSE;87
Ożarów;2;dzien;Osobowe;Max;fotoradar;FALSE;132
Pawłowice;2;dzien;Osobowe;Max;fotoradar;FALSE;147
Polichna;2;dzien;Osobowe;Max;fotoradar;FALSE;91
Przasnysz;2;dzien;Osobowe;Max;fotoradar;FALSE;126
Przerzeczyn Zdrój;2;dzien;Osobowe;Max;fotoradar;FALSE;97
Przytoczno;2;dzien;Osobowe;Max;fotoradar;FALSE;132
Samborowo;2;dzien;Osobowe;Max;fotoradar;FALSE;72
Sławno;2;dzien;Osobowe;Max;fotoradar;FALSE;150
Słupca;2;dzien;Osobowe;Max;fotoradar;FALSE;129
Smolice;2;dzien;Osobowe;Max;fotoradar;FALSE;126
Wilczowola;2;dzien;Osobowe;Max;fotoradar;FALSE;100
Zbydniów;2;dzien;Osobowe;Max;fotoradar;FALSE;92
Żarnowo Drugie;2;dzien;Osobowe;Max;fotoradar;FALSE;114
Żukowo;2;dzien;Osobowe;Max;fotoradar;FALSE;121
Aleksandrów;2;dzien;Dostawcze;Max;fotoradar;FALSE;111
Boćki;2;dzien;Dostawcze;Max;fotoradar;FALSE;85
Bratian;2;dzien;Dostawcze;Max;fotoradar;FALSE;89
Cielcza;2;dzien;Dostawcze;Max;fotoradar;FALSE;90
Czerwińsk nad Wisłą;2;dzien;Dostawcze;Max;fotoradar;FALSE;97
Domaradz;2;dzien;Dostawcze;Max;fotoradar;FALSE;133
Egiertowo;2;dzien;Dostawcze;Max;fotoradar;FALSE;91
Gniechowice;2;dzien;Dostawcze;Max;fotoradar;FALSE;77
Jedlińsk;2;dzien;Dostawcze;Max;fotoradar;FALSE;159
Kleczanów;2;dzien;Dostawcze;Max;fotoradar;FALSE;136
Kozienice;2;dzien;Dostawcze;Max;fotoradar;FALSE;92
Kraczkowa;2;dzien;Dostawcze;Max;fotoradar;FALSE;162
Libidza;2;dzien;Dostawcze;Max;fotoradar;FALSE;124
Lubień;2;dzien;Dostawcze;Max;fotoradar;FALSE;91
Lubliniec;2;dzien;Dostawcze;Max;fotoradar;FALSE;131
Łąck;2;dzien;Dostawcze;Max;fotoradar;FALSE;91
Łuszczów Pierwszy;2;dzien;Dostawcze;Max;fotoradar;FALSE;103
Małkowo;2;dzien;Dostawcze;Max;fotoradar;FALSE;91
Mniów;2;dzien;Dostawcze;Max;fotoradar;FALSE;102
Mokrzeszów;2;dzien;Dostawcze;Max;fotoradar;FALSE;100
Nowa Wieś;2;dzien;Dostawcze;Max;fotoradar;FALSE;91
Nowy Targ;2;dzien;Dostawcze;Max;fotoradar;FALSE;86
Ojrzeń;2;dzien;Dostawcze;Max;fotoradar;FALSE;70
Opatów;2;dzien;Dostawcze;Max;fotoradar;FALSE;100
Ostrów Wielkopolski;2;dzien;Dostawcze;Max;fotoradar;FALSE;83
Ostrówek;2;dzien;Dostawcze;Max;fotoradar;FALSE;115
Ożarów;2;dzien;Dostawcze;Max;fotoradar;FALSE;120
Pawłowice;2;dzien;Dostawcze;Max;fotoradar;FALSE;136
Polichna;2;dzien;Dostawcze;Max;fotoradar;FALSE;83
Przasnysz;2;dzien;Dostawcze;Max;fotoradar;FALSE;117
Przerzeczyn Zdrój;2;dzien;Dostawcze;Max;fotoradar;FALSE;80
Przytoczno;2;dzien;Dostawcze;Max;fotoradar;FALSE;104
Samborowo;2;dzien;Dostawcze;Max;fotoradar;FALSE;79
Sławno;2;dzien;Dostawcze;Max;fotoradar;FALSE;135
Słupca;2;dzien;Dostawcze;Max;fotoradar;FALSE;106
Smolice;2;dzien;Dostawcze;Max;fotoradar;FALSE;107
Wilczowola;2;dzien;Dostawcze;Max;fotoradar;FALSE;99
Zbydniów;2;dzien;Dostawcze;Max;fotoradar;FALSE;79
Żarnowo Drugie;2;dzien;Dostawcze;Max;fotoradar;FALSE;110
Żukowo;2;dzien;Dostawcze;Max;fotoradar;FALSE;93
Aleksandrów;2;dzien;Ciężarowe;Max;fotoradar;FALSE;86
Boćki;2;dzien;Ciężarowe;Max;fotoradar;FALSE;72
Bratian;2;dzien;Ciężarowe;Max;fotoradar;FALSE;77
Cielcza;2;dzien;Ciężarowe;Max;fotoradar;FALSE;74
Czerwińsk nad Wisłą;2;dzien;Ciężarowe;Max;fotoradar;FALSE;85
Domaradz;2;dzien;Ciężarowe;Max;fotoradar;FALSE;92
Egiertowo;2;dzien;Ciężarowe;Max;fotoradar;FALSE;92
Gniechowice;2;dzien;Ciężarowe;Max;fotoradar;FALSE;70
Jedlińsk;2;dzien;Ciężarowe;Max;fotoradar;FALSE;92
Kleczanów;2;dzien;Ciężarowe;Max;fotoradar;FALSE;92
Kozienice;2;dzien;Ciężarowe;Max;fotoradar;FALSE;72
Kraczkowa;2;dzien;Ciężarowe;Max;fotoradar;FALSE;92
Libidza;2;dzien;Ciężarowe;Max;fotoradar;FALSE;92
Lubień;2;dzien;Ciężarowe;Max;fotoradar;FALSE;86
Lubliniec;2;dzien;Ciężarowe;Max;fotoradar;FALSE;92
Łąck;2;dzien;Ciężarowe;Max;fotoradar;FALSE;80
Łuszczów Pierwszy;2;dzien;Ciężarowe;Max;fotoradar;FALSE;85
Małkowo;2;dzien;Ciężarowe;Max;fotoradar;FALSE;92
Mniów;2;dzien;Ciężarowe;Max;fotoradar;FALSE;89
Mokrzeszów;2;dzien;Ciężarowe;Max;fotoradar;FALSE;86
Nowa Wieś;2;dzien;Ciężarowe;Max;fotoradar;FALSE;92
Nowy Targ;2;dzien;Ciężarowe;Max;fotoradar;FALSE;84
Ojrzeń;2;dzien;Ciężarowe;Max;fotoradar;FALSE;75
Opatów;2;dzien;Ciężarowe;Max;fotoradar;FALSE;79
Ostrów Wielkopolski;2;dzien;Ciężarowe;Max;fotoradar;FALSE;82
Ostrówek;2;dzien;Ciężarowe;Max;fotoradar;FALSE;81
Ożarów;2;dzien;Ciężarowe;Max;fotoradar;FALSE;92
Pawłowice;2;dzien;Ciężarowe;Max;fotoradar;FALSE;92
Polichna;2;dzien;Ciężarowe;Max;fotoradar;FALSE;86
Przasnysz;2;dzien;Ciężarowe;Max;fotoradar;FALSE;92
Przerzeczyn Zdrój;2;dzien;Ciężarowe;Max;fotoradar;FALSE;76
Przytoczno;2;dzien;Ciężarowe;Max;fotoradar;FALSE;92
Samborowo;2;dzien;Ciężarowe;Max;fotoradar;FALSE;62
Sławno;2;dzien;Ciężarowe;Max;fotoradar;FALSE;92
Słupca;2;dzien;Ciężarowe;Max;fotoradar;FALSE;88
Smolice;2;dzien;Ciężarowe;Max;fotoradar;FALSE;92
Wilczowola;2;dzien;Ciężarowe;Max;fotoradar;FALSE;92
Zbydniów;2;dzien;Ciężarowe;Max;fotoradar;FALSE;70
Żarnowo Drugie;2;dzien;Ciężarowe;Max;fotoradar;FALSE;75
Żukowo;2;dzien;Ciężarowe;Max;fotoradar;FALSE;86
Aleksandrów;2;dzien;Ciężarowe z przyczepą i autobusy;Max;fotoradar;FALSE;92
Boćki;2;dzien;Ciężarowe z przyczepą i autobusy;Max;fotoradar;FALSE;70
Bratian;2;dzien;Ciężarowe z przyczepą i autobusy;Max;fotoradar;FALSE;79
Cielcza;2;dzien;Ciężarowe z przyczepą i autobusy;Max;fotoradar;FALSE;89
Czerwińsk nad Wisłą;2;dzien;Ciężarowe z przyczepą i autobusy;Max;fotoradar;FALSE;86
Domaradz;2;dzien;Ciężarowe z przyczepą i autobusy;Max;fotoradar;FALSE;94
Egiertowo;2;dzien;Ciężarowe z przyczepą i autobusy;Max;fotoradar;FALSE;77
Gniechowice;2;dzien;Ciężarowe z przyczepą i autobusy;Max;fotoradar;FALSE;68
Jedlińsk;2;dzien;Ciężarowe z przyczepą i autobusy;Max;fotoradar;FALSE;102
Kleczanów;2;dzien;Ciężarowe z przyczepą i autobusy;Max;fotoradar;FALSE;86
Kozienice;2;dzien;Ciężarowe z przyczepą i autobusy;Max;fotoradar;FALSE;69
Kraczkowa;2;dzien;Ciężarowe z przyczepą i autobusy;Max;fotoradar;FALSE;102
Libidza;2;dzien;Ciężarowe z przyczepą i autobusy;Max;fotoradar;FALSE;95
Lubień;2;dzien;Ciężarowe z przyczepą i autobusy;Max;fotoradar;FALSE;82
Lubliniec;2;dzien;Ciężarowe z przyczepą i autobusy;Max;fotoradar;FALSE;94
Łąck;2;dzien;Ciężarowe z przyczepą i autobusy;Max;fotoradar;FALSE;73
Łuszczów Pierwszy;2;dzien;Ciężarowe z przyczepą i autobusy;Max;fotoradar;FALSE;72
Małkowo;2;dzien;Ciężarowe z przyczepą i autobusy;Max;fotoradar;FALSE;77
Mniów;2;dzien;Ciężarowe z przyczepą i autobusy;Max;fotoradar;FALSE;99
Mokrzeszów;2;dzien;Ciężarowe z przyczepą i autobusy;Max;fotoradar;FALSE;81
Nowa Wieś;2;dzien;Ciężarowe z przyczepą i autobusy;Max;fotoradar;FALSE;81
Nowy Targ;2;dzien;Ciężarowe z przyczepą i autobusy;Max;fotoradar;FALSE;74
Ojrzeń;2;dzien;Ciężarowe z przyczepą i autobusy;Max;fotoradar;FALSE;65
Opatów;2;dzien;Ciężarowe z przyczepą i autobusy;Max;fotoradar;FALSE;75
Ostrów Wielkopolski;2;dzien;Ciężarowe z przyczepą i autobusy;Max;fotoradar;FALSE;67
Ostrówek;2;dzien;Ciężarowe z przyczepą i autobusy;Max;fotoradar;FALSE;76
Ożarów;2;dzien;Ciężarowe z przyczepą i autobusy;Max;fotoradar;FALSE;96
Pawłowice;2;dzien;Ciężarowe z przyczepą i autobusy;Max;fotoradar;FALSE;102
Polichna;2;dzien;Ciężarowe z przyczepą i autobusy;Max;fotoradar;FALSE;71
Przasnysz;2;dzien;Ciężarowe z przyczepą i autobusy;Max;fotoradar;FALSE;98
Przerzeczyn Zdrój;2;dzien;Ciężarowe z przyczepą i autobusy;Max;fotoradar;FALSE;77
Przytoczno;2;dzien;Ciężarowe z przyczepą i autobusy;Max;fotoradar;FALSE;93
Samborowo;2;dzien;Ciężarowe z przyczepą i autobusy;Max;fotoradar;FALSE;55
Sławno;2;dzien;Ciężarowe z przyczepą i autobusy;Max;fotoradar;FALSE;102
Słupca;2;dzien;Ciężarowe z przyczepą i autobusy;Max;fotoradar;FALSE;76
Smolice;2;dzien;Ciężarowe z przyczepą i autobusy;Max;fotoradar;FALSE;90
Wilczowola;2;dzien;Ciężarowe z przyczepą i autobusy;Max;fotoradar;FALSE;82
Zbydniów;2;dzien;Ciężarowe z przyczepą i autobusy;Max;fotoradar;FALSE;66
Żarnowo Drugie;2;dzien;Ciężarowe z przyczepą i autobusy;Max;fotoradar;FALSE;76
Żukowo;2;dzien;Ciężarowe z przyczepą i autobusy;Max;fotoradar;FALSE;74
Aleksandrów;2;dzien;Jednoślady;Mean;fotoradar;FALSE;53
Boćki;2;dzien;Jednoślady;Mean;fotoradar;FALSE;30
Bratian;2;dzien;Jednoślady;Mean;fotoradar;FALSE;40
Cielcza;2;dzien;Jednoślady;Mean;fotoradar;FALSE;41
Czerwińsk nad Wisłą;2;dzien;Jednoślady;Mean;fotoradar;FALSE;26
Domaradz;2;dzien;Jednoślady;Mean;fotoradar;FALSE;77
Egiertowo;2;dzien;Jednoślady;Mean;fotoradar;FALSE;32
Gniechowice;2;dzien;Jednoślady;Mean;fotoradar;FALSE;17
Jedlińsk;2;dzien;Jednoślady;Mean;fotoradar;FALSE;51
Kleczanów;2;dzien;Jednoślady;Mean;fotoradar;FALSE;58
Kozienice;2;dzien;Jednoślady;Mean;fotoradar;FALSE;30
Kraczkowa;2;dzien;Jednoślady;Mean;fotoradar;FALSE;61
Libidza;2;dzien;Jednoślady;Mean;fotoradar;FALSE;46
Lubień;2;dzien;Jednoślady;Mean;fotoradar;FALSE;48
Lubliniec;2;dzien;Jednoślady;Mean;fotoradar;FALSE;50
Łąck;2;dzien;Jednoślady;Mean;fotoradar;FALSE;38
Łuszczów Pierwszy;2;dzien;Jednoślady;Mean;fotoradar;FALSE;40
Małkowo;2;dzien;Jednoślady;Mean;fotoradar;FALSE;39
Mniów;2;dzien;Jednoślady;Mean;fotoradar;FALSE;42
Mokrzeszów;2;dzien;Jednoślady;Mean;fotoradar;FALSE;45
Nowa Wieś;2;dzien;Jednoślady;Mean;fotoradar;FALSE;37
Nowy Targ;2;dzien;Jednoślady;Mean;fotoradar;FALSE;32
Ojrzeń;2;dzien;Jednoślady;Mean;fotoradar;FALSE;28
Opatów;2;dzien;Jednoślady;Mean;fotoradar;FALSE;43
Ostrów Wielkopolski;2;dzien;Jednoślady;Mean;fotoradar;FALSE;30
Ostrówek;2;dzien;Jednoślady;Mean;fotoradar;FALSE;34
Ożarów;2;dzien;Jednoślady;Mean;fotoradar;FALSE;33
Pawłowice;2;dzien;Jednoślady;Mean;fotoradar;FALSE;55
Polichna;2;dzien;Jednoślady;Mean;fotoradar;FALSE;34
Przasnysz;2;dzien;Jednoślady;Mean;fotoradar;FALSE;34
Przerzeczyn Zdrój;2;dzien;Jednoślady;Mean;fotoradar;FALSE;37
Przytoczno;2;dzien;Jednoślady;Mean;fotoradar;FALSE;31
Samborowo;2;dzien;Jednoślady;Mean;fotoradar;FALSE;38
Sławno;2;dzien;Jednoślady;Mean;fotoradar;FALSE;60
Słupca;2;dzien;Jednoślady;Mean;fotoradar;FALSE;50
Smolice;2;dzien;Jednoślady;Mean;fotoradar;FALSE;17
Wilczowola;2;dzien;Jednoślady;Mean;fotoradar;FALSE;23
Zbydniów;2;dzien;Jednoślady;Mean;fotoradar;FALSE;30
Żarnowo Drugie;2;dzien;Jednoślady;Mean;fotoradar;FALSE;34
Żukowo;2;dzien;Jednoślady;Mean;fotoradar;FALSE;33
Aleksandrów;2;dzien;Osobowe;Mean;fotoradar;FALSE;57
Boćki;2;dzien;Osobowe;Mean;fotoradar;FALSE;48
Bratian;2;dzien;Osobowe;Mean;fotoradar;FALSE;58
Cielcza;2;dzien;Osobowe;Mean;fotoradar;FALSE;50
Czerwińsk nad Wisłą;2;dzien;Osobowe;Mean;fotoradar;FALSE;44
Domaradz;2;dzien;Osobowe;Mean;fotoradar;FALSE;75
Egiertowo;2;dzien;Osobowe;Mean;fotoradar;FALSE;56
Gniechowice;2;dzien;Osobowe;Mean;fotoradar;FALSE;39
Jedlińsk;2;dzien;Osobowe;Mean;fotoradar;FALSE;81
Kleczanów;2;dzien;Osobowe;Mean;fotoradar;FALSE;60
Kozienice;2;dzien;Osobowe;Mean;fotoradar;FALSE;44
Kraczkowa;2;dzien;Osobowe;Mean;fotoradar;FALSE;63
Libidza;2;dzien;Osobowe;Mean;fotoradar;FALSE;63
Lubień;2;dzien;Osobowe;Mean;fotoradar;FALSE;57
Lubliniec;2;dzien;Osobowe;Mean;fotoradar;FALSE;72
Łąck;2;dzien;Osobowe;Mean;fotoradar;FALSE;49
Łuszczów Pierwszy;2;dzien;Osobowe;Mean;fotoradar;FALSE;52
Małkowo;2;dzien;Osobowe;Mean;fotoradar;FALSE;52
Mniów;2;dzien;Osobowe;Mean;fotoradar;FALSE;60
Mokrzeszów;2;dzien;Osobowe;Mean;fotoradar;FALSE;57
Nowa Wieś;2;dzien;Osobowe;Mean;fotoradar;FALSE;53
Nowy Targ;2;dzien;Osobowe;Mean;fotoradar;FALSE;52
Ojrzeń;2;dzien;Osobowe;Mean;fotoradar;FALSE;41
Opatów;2;dzien;Osobowe;Mean;fotoradar;FALSE;53
Ostrów Wielkopolski;2;dzien;Osobowe;Mean;fotoradar;FALSE;44
Ostrówek;2;dzien;Osobowe;Mean;fotoradar;FALSE;49
Ożarów;2;dzien;Osobowe;Mean;fotoradar;FALSE;68
Pawłowice;2;dzien;Osobowe;Mean;fotoradar;FALSE;81
Polichna;2;dzien;Osobowe;Mean;fotoradar;FALSE;52
Przasnysz;2;dzien;Osobowe;Mean;fotoradar;FALSE;56
Przerzeczyn Zdrój;2;dzien;Osobowe;Mean;fotoradar;FALSE;50
Przytoczno;2;dzien;Osobowe;Mean;fotoradar;FALSE;64
Samborowo;2;dzien;Osobowe;Mean;fotoradar;FALSE;43
Sławno;2;dzien;Osobowe;Mean;fotoradar;FALSE;87
Słupca;2;dzien;Osobowe;Mean;fotoradar;FALSE;60
Smolice;2;dzien;Osobowe;Mean;fotoradar;FALSE;53
Wilczowola;2;dzien;Osobowe;Mean;fotoradar;FALSE;58
Zbydniów;2;dzien;Osobowe;Mean;fotoradar;FALSE;48
Żarnowo Drugie;2;dzien;Osobowe;Mean;fotoradar;FALSE;46
Żukowo;2;dzien;Osobowe;Mean;fotoradar;FALSE;55
Aleksandrów;2;dzien;Dostawcze;Mean;fotoradar;FALSE;55
Boćki;2;dzien;Dostawcze;Mean;fotoradar;FALSE;50
Bratian;2;dzien;Dostawcze;Mean;fotoradar;FALSE;58
Cielcza;2;dzien;Dostawcze;Mean;fotoradar;FALSE;50
Czerwińsk nad Wisłą;2;dzien;Dostawcze;Mean;fotoradar;FALSE;44
Domaradz;2;dzien;Dostawcze;Mean;fotoradar;FALSE;74
Egiertowo;2;dzien;Dostawcze;Mean;fotoradar;FALSE;47
Gniechowice;2;dzien;Dostawcze;Mean;fotoradar;FALSE;39
Jedlińsk;2;dzien;Dostawcze;Mean;fotoradar;FALSE;72
Kleczanów;2;dzien;Dostawcze;Mean;fotoradar;FALSE;57
Kozienice;2;dzien;Dostawcze;Mean;fotoradar;FALSE;44
Kraczkowa;2;dzien;Dostawcze;Mean;fotoradar;FALSE;71
Libidza;2;dzien;Dostawcze;Mean;fotoradar;FALSE;64
Lubień;2;dzien;Dostawcze;Mean;fotoradar;FALSE;57
Lubliniec;2;dzien;Dostawcze;Mean;fotoradar;FALSE;67
Łąck;2;dzien;Dostawcze;Mean;fotoradar;FALSE;48
Łuszczów Pierwszy;2;dzien;Dostawcze;Mean;fotoradar;FALSE;52
Małkowo;2;dzien;Dostawcze;Mean;fotoradar;FALSE;52
Mniów;2;dzien;Dostawcze;Mean;fotoradar;FALSE;60
Mokrzeszów;2;dzien;Dostawcze;Mean;fotoradar;FALSE;57
Nowa Wieś;2;dzien;Dostawcze;Mean;fotoradar;FALSE;52
Nowy Targ;2;dzien;Dostawcze;Mean;fotoradar;FALSE;52
Ojrzeń;2;dzien;Dostawcze;Mean;fotoradar;FALSE;40
Opatów;2;dzien;Dostawcze;Mean;fotoradar;FALSE;53
Ostrów Wielkopolski;2;dzien;Dostawcze;Mean;fotoradar;FALSE;44
Ostrówek;2;dzien;Dostawcze;Mean;fotoradar;FALSE;50
Ożarów;2;dzien;Dostawcze;Mean;fotoradar;FALSE;69
Pawłowice;2;dzien;Dostawcze;Mean;fotoradar;FALSE;83
Polichna;2;dzien;Dostawcze;Mean;fotoradar;FALSE;51
Przasnysz;2;dzien;Dostawcze;Mean;fotoradar;FALSE;58
Przerzeczyn Zdrój;2;dzien;Dostawcze;Mean;fotoradar;FALSE;49
Przytoczno;2;dzien;Dostawcze;Mean;fotoradar;FALSE;64
Samborowo;2;dzien;Dostawcze;Mean;fotoradar;FALSE;42
Sławno;2;dzien;Dostawcze;Mean;fotoradar;FALSE;86
