city;measurement;time;type;stat;kind;radar;speed
Czerwińsk nad Wisłą;2;noc;Dostawcze;Max;fotoradar;FALSE;103
Domaradz;2;noc;Dostawcze;Max;fotoradar;FALSE;129
Egiertowo;2;noc;Dostawcze;Max;fotoradar;FALSE;91
Gniechowice;2;noc;Dostawcze;Max;fotoradar;FALSE;69
Jedlińsk;2;noc;Dostawcze;Max;fotoradar;FALSE;138
Kleczanów;2;noc;Dostawcze;Max;fotoradar;FALSE;115
Kozienice;2;noc;Dostawcze;Max;fotoradar;FALSE;66
Kraczkowa;2;noc;Dostawcze;Max;fotoradar;FALSE;111
Libidza;2;noc;Dostawcze;Max;fotoradar;FALSE;110
Lubień;2;noc;Dostawcze;Max;fotoradar;FALSE;90
Lubliniec;2;noc;Dostawcze;Max;fotoradar;FALSE;148
Łąck;2;noc;Dostawcze;Max;fotoradar;FALSE;87
Łuszczów Pierwszy;2;noc;Dostawcze;Max;fotoradar;FALSE;88
Małkowo;2;noc;Dostawcze;Max;fotoradar;FALSE;104
Mniów;2;noc;Dostawcze;Max;fotoradar;FALSE;96
Mokrzeszów;2;noc;Dostawcze;Max;fotoradar;FALSE;89
Nowa Wieś;2;noc;Dostawcze;Max;fotoradar;FALSE;79
Nowy Targ;2;noc;Dostawcze;Max;fotoradar;FALSE;114
Ojrzeń;2;noc;Dostawcze;Max;fotoradar;FALSE;67
Opatów;2;noc;Dostawcze;Max;fotoradar;FALSE;90
Ostrów Wielkopolski;2;noc;Dostawcze;Max;fotoradar;FALSE;83
Ostrówek;2;noc;Dostawcze;Max;fotoradar;FALSE;70
Ożarów;2;noc;Dostawcze;Max;fotoradar;FALSE;125
Pawłowice;2;noc;Dostawcze;Max;fotoradar;FALSE;109
Polichna;2;noc;Dostawcze;Max;fotoradar;FALSE;73
Przasnysz;2;noc;Dostawcze;Max;fotoradar;FALSE;96
Przerzeczyn Zdrój;2;noc;Dostawcze;Max;fotoradar;FALSE;84
Przytoczno;2;noc;Dostawcze;Max;fotoradar;FALSE;102
Samborowo;2;noc;Dostawcze;Max;fotoradar;FALSE;64
Sławno;2;noc;Dostawcze;Max;fotoradar;FALSE;133
Słupca;2;noc;Dostawcze;Max;fotoradar;FALSE;93
Smolice;2;noc;Dostawcze;Max;fotoradar;FALSE;88
Wilczowola;2;noc;Dostawcze;Max;fotoradar;FALSE;88
Zbydniów;2;noc;Dostawcze;Max;fotoradar;FALSE;74
Żarnowo Drugie;2;noc;Dostawcze;Max;fotoradar;FALSE;64
Żukowo;2;noc;Dostawcze;Max;fotoradar;FALSE;103
Aleksandrów;2;noc;Ciężarowe;Max;fotoradar;FALSE;90
Boćki;2;noc;Ciężarowe;Max;fotoradar;FALSE;59
Bratian;2;noc;Ciężarowe;Max;fotoradar;FALSE;77
Cielcza;2;noc;Ciężarowe;Max;fotoradar;FALSE;84
Czerwińsk nad Wisłą;2;noc;Ciężarowe;Max;fotoradar;FALSE;85
Domaradz;2;noc;Ciężarowe;Max;fotoradar;FALSE;92
Egiertowo;2;noc;Ciężarowe;Max;fotoradar;FALSE;88
Gniechowice;2;noc;Ciężarowe;Max;fotoradar;FALSE;71
Jedlińsk;2;noc;Ciężarowe;Max;fotoradar;FALSE;92
Kleczanów;2;noc;Ciężarowe;Max;fotoradar;FALSE;91
Kozienice;2;noc;Ciężarowe;Max;fotoradar;FALSE;65
Kraczkowa;2;noc;Ciężarowe;Max;fotoradar;FALSE;92
Libidza;2;noc;Ciężarowe;Max;fotoradar;FALSE;89
Lubień;2;noc;Ciężarowe;Max;fotoradar;FALSE;85
Lubliniec;2;noc;Ciężarowe;Max;fotoradar;FALSE;92
Łąck;2;noc;Ciężarowe;Max;fotoradar;FALSE;87
Łuszczów Pierwszy;2;noc;Ciężarowe;Max;fotoradar;FALSE;79
Małkowo;2;noc;Ciężarowe;Max;fotoradar;FALSE;92
Mniów;2;noc;Ciężarowe;Max;fotoradar;FALSE;92
Mokrzeszów;2;noc;Ciężarowe;Max;fotoradar;FALSE;81
Nowa Wieś;2;noc;Ciężarowe;Max;fotoradar;FALSE;83
Nowy Targ;2;noc;Ciężarowe;Max;fotoradar;FALSE;92
Ojrzeń;2;noc;Ciężarowe;Max;fotoradar;FALSE;62
Opatów;2;noc;Ciężarowe;Max;fotoradar;FALSE;77
Ostrów Wielkopolski;2;noc;Ciężarowe;Max;fotoradar;FALSE;81
Ostrówek;2;noc;Ciężarowe;Max;fotoradar;FALSE;81
Ożarów;2;noc;Ciężarowe;Max;fotoradar;FALSE;82
Pawłowice;2;noc;Ciężarowe;Max;fotoradar;FALSE;92
Polichna;2;noc;Ciężarowe;Max;fotoradar;FALSE;81
Przasnysz;2;noc;Ciężarowe;Max;fotoradar;FALSE;82
Przerzeczyn Zdrój;2;noc;Ciężarowe;Max;fotoradar;FALSE;81
Przytoczno;2;noc;Ciężarowe;Max;fotoradar;FALSE;92
Samborowo;2;noc;Ciężarowe;Max;fotoradar;FALSE;55
Sławno;2;noc;Ciężarowe;Max;fotoradar;FALSE;92
Słupca;2;noc;Ciężarowe;Max;fotoradar;FALSE;92
Smolice;2;noc;Ciężarowe;Max;fotoradar;FALSE;92
Wilczowola;2;noc;Ciężarowe;Max;fotoradar;FALSE;87
Zbydniów;2;noc;Ciężarowe;Max;fotoradar;FALSE;71
Żarnowo Drugie;2;noc;Ciężarowe;Max;fotoradar;FALSE;71
Żukowo;2;noc;Ciężarowe;Max;fotoradar;FALSE;92
Aleksandrów;2;noc;Ciężarowe z przyczepą i autobusy;Max;fotoradar;FALSE;89
Boćki;2;noc;Ciężarowe z przyczepą i autobusy;Max;fotoradar;FALSE;68
Bratian;2;noc;Ciężarowe z przyczepą i autobusy;Max;fotoradar;FALSE;73
Cielcza;2;noc;Ciężarowe z przyczepą i autobusy;Max;fotoradar;FALSE;86
Czerwińsk nad Wisłą;2;noc;Ciężarowe z przyczepą i autobusy;Max;fotoradar;FALSE;80
Domaradz;2;noc;Ciężarowe z przyczepą i autobusy;Max;fotoradar;FALSE;101
Egiertowo;2;noc;Ciężarowe z przyczepą i autobusy;Max;fotoradar;FALSE;78
Gniechowice;2;noc;Ciężarowe z przyczepą i autobusy;Max;fotoradar;FALSE;71
Jedlińsk;2;noc;Ciężarowe z przyczepą i autobusy;Max;fotoradar;FALSE;102
Kleczanów;2;noc;Ciężarowe z przyczepą i autobusy;Max;fotoradar;FALSE;85
Kozienice;2;noc;Ciężarowe z przyczepą i autobusy;Max;fotoradar;FALSE;63
Kraczkowa;2;noc;Ciężarowe z przyczepą i autobusy;Max;fotoradar;FALSE;102
Libidza;2;noc;Ciężarowe z przyczepą i autobusy;Max;fotoradar;FALSE;92
Lubień;2;noc;Ciężarowe z przyczepą i autobusy;Max;fotoradar;FALSE;76
Lubliniec;2;noc;Ciężarowe z przyczepą i autobusy;Max;fotoradar;FALSE;88
Łąck;2;noc;Ciężarowe z przyczepą i autobusy;Max;fotoradar;FALSE;74
Łuszczów Pierwszy;2;noc;Ciężarowe z przyczepą i autobusy;Max;fotoradar;FALSE;76
Małkowo;2;noc;Ciężarowe z przyczepą i autobusy;Max;fotoradar;FALSE;79
Mniów;2;noc;Ciężarowe z przyczepą i autobusy;Max;fotoradar;FALSE;96
Mokrzeszów;2;noc;Ciężarowe z przyczepą i autobusy;Max;fotoradar;FALSE;82
Nowa Wieś;2;noc;Ciężarowe z przyczepą i autobusy;Max;fotoradar;FALSE;81
Nowy Targ;2;noc;Ciężarowe z przyczepą i autobusy;Max;fotoradar;FALSE;76
Ojrzeń;2;noc;Ciężarowe z przyczepą i autobusy;Max;fotoradar;FALSE;66
Opatów;2;noc;Ciężarowe z przyczepą i autobusy;Max;fotoradar;FALSE;73
Ostrów Wielkopolski;2;noc;Ciężarowe z przyczepą i autobusy;Max;fotoradar;FALSE;75
Ostrówek;2;noc;Ciężarowe z przyczepą i autobusy;Max;fotoradar;FALSE;82
Ożarów;2;noc;Ciężarowe z przyczepą i autobusy;Max;fotoradar;FALSE;101
Pawłowice;2;noc;Ciężarowe z przyczepą i autobusy;Max;fotoradar;FALSE;90
Polichna;2;noc;Ciężarowe z przyczepą i autobusy;Max;fotoradar;FALSE;67
Przasnysz;2;noc;Ciężarowe z przyczepą i autobusy;Max;fotoradar;FALSE;83
Przerzeczyn Zdrój;2;noc;Ciężarowe z przyczepą i autobusy;Max;fotoradar;FALSE;77
Przytoczno;2;noc;Ciężarowe z przyczepą i autobusy;Max;fotoradar;FALSE;83
Samborowo;2;noc;Ciężarowe z przyczepą i autobusy;Max;fotoradar;FALSE;59
Sławno;2;noc;Ciężarowe z przyczepą i autobusy;Max;fotoradar;FALSE;91
Słupca;2;noc;Ciężarowe z przyczepą i autobusy;Max;fotoradar;FALSE;80
Smolice;2;noc;Ciężarowe z przyczepą i autobusy;Max;fotoradar;FALSE;91
Wilczowola;2;noc;Ciężarowe z przyczepą i autobusy;Max;fotoradar;FALSE;76
Zbydniów;2;noc;Ciężarowe z przyczepą i autobusy;Max;fotoradar;FALSE;62
Żarnowo Drugie;2;noc;Ciężarowe z przyczepą i autobusy;Max;fotoradar;FALSE;77
Żukowo;2;noc;Ciężarowe z przyczepą i autobusy;Max;fotoradar;FALSE;81
Aleksandrów;2;noc;Jednoślady;Mean;fotoradar;FALSE;68
Boćki;2;noc;Jednoślady;Mean;fotoradar;FALSE;0
Bratian;2;noc;Jednoślady;Mean;fotoradar;FALSE;0
Cielcza;2;noc;Jednoślady;Mean;fotoradar;FALSE;0
Czerwińsk nad Wisłą;2;noc;Jednoślady;Mean;fotoradar;FALSE;73
Domaradz;2;noc;Jednoślady;Mean;fotoradar;FALSE;0
Egiertowo;2;noc;Jednoślady;Mean;fotoradar;FALSE;0
Gniechowice;2;noc;Jednoślady;Mean;fotoradar;FALSE;32
Jedlińsk;2;noc;Jednoślady;Mean;fotoradar;FALSE;63
Kleczanów;2;noc;Jednoślady;Mean;fotoradar;FALSE;0
Kozienice;2;noc;Jednoślady;Mean;fotoradar;FALSE;15
Kraczkowa;2;noc;Jednoślady;Mean;fotoradar;FALSE;77
Libidza;2;noc;Jednoślady;Mean;fotoradar;FALSE;55
Lubień;2;noc;Jednoślady;Mean;fotoradar;FALSE;0
Lubliniec;2;noc;Jednoślady;Mean;fotoradar;FALSE;84
Łąck;2;noc;Jednoślady;Mean;fotoradar;FALSE;0
Łuszczów Pierwszy;2;noc;Jednoślady;Mean;fotoradar;FALSE;25
Małkowo;2;noc;Jednoślady;Mean;fotoradar;FALSE;55
Mniów;2;noc;Jednoślady;Mean;fotoradar;FALSE;0
Mokrzeszów;2;noc;Jednoślady;Mean;fotoradar;FALSE;0
Nowa Wieś;2;noc;Jednoślady;Mean;fotoradar;FALSE;0
Nowy Targ;2;noc;Jednoślady;Mean;fotoradar;FALSE;0
Ojrzeń;2;noc;Jednoślady;Mean;fotoradar;FALSE;0
Opatów;2;noc;Jednoślady;Mean;fotoradar;FALSE;0
Ostrów Wielkopolski;2;noc;Jednoślady;Mean;fotoradar;FALSE;19
Ostrówek;2;noc;Jednoślady;Mean;fotoradar;FALSE;0
Ożarów;2;noc;Jednoślady;Mean;fotoradar;FALSE;0
Pawłowice;2;noc;Jednoślady;Mean;fotoradar;FALSE;82
Polichna;2;noc;Jednoślady;Mean;fotoradar;FALSE;0
Przasnysz;2;noc;Jednoślady;Mean;fotoradar;FALSE;59
Przerzeczyn Zdrój;2;noc;Jednoślady;Mean;fotoradar;FALSE;0
Przytoczno;2;noc;Jednoślady;Mean;fotoradar;FALSE;0
Samborowo;2;noc;Jednoślady;Mean;fotoradar;FALSE;47
Sławno;2;noc;Jednoślady;Mean;fotoradar;FALSE;0
Słupca;2;noc;Jednoślady;Mean;fotoradar;FALSE;0
Smolice;2;noc;Jednoślady;Mean;fotoradar;FALSE;0
Wilczowola;2;noc;Jednoślady;Mean;fotoradar;FALSE;0
Zbydniów;2;noc;Jednoślady;Mean;fotoradar;FALSE;0
Żarnowo Drugie;2;noc;Jednoślady;Mean;fotoradar;FALSE;0
Żukowo;2;noc;Jednoślady;Mean;fotoradar;FALSE;12
Aleksandrów;2;noc;Osobowe;Mean;fotoradar;FALSE;64
Boćki;2;noc;Osobowe;Mean;fotoradar;FALSE;51
Bratian;2;noc;Osobowe;Mean;fotoradar;FALSE;63
Cielcza;2;noc;Osobowe;Mean;fotoradar;FALSE;60
Czerwińsk nad Wisłą;2;noc;Osobowe;Mean;fotoradar;FALSE;53
Domaradz;2;noc;Osobowe;Mean;fotoradar;FALSE;90
Egiertowo;2;noc;Osobowe;Mean;fotoradar;FALSE;63
Gniechowice;2;noc;Osobowe;Mean;fotoradar;FALSE;50
Jedlińsk;2;noc;Osobowe;Mean;fotoradar;FALSE;90
Kleczanów;2;noc;Osobowe;Mean;fotoradar;FALSE;76
Kozienice;2;noc;Osobowe;Mean;fotoradar;FALSE;50
Kraczkowa;2;noc;Osobowe;Mean;fotoradar;FALSE;74
Libidza;2;noc;Osobowe;Mean;fotoradar;FALSE;73
Lubień;2;noc;Osobowe;Mean;fotoradar;FALSE;67
Lubliniec;2;noc;Osobowe;Mean;fotoradar;FALSE;81
Łąck;2;noc;Osobowe;Mean;fotoradar;FALSE;60
Łuszczów Pierwszy;2;noc;Osobowe;Mean;fotoradar;FALSE;69
Małkowo;2;noc;Osobowe;Mean;fotoradar;FALSE;71
Mniów;2;noc;Osobowe;Mean;fotoradar;FALSE;70
Mokrzeszów;2;noc;Osobowe;Mean;fotoradar;FALSE;70
Nowa Wieś;2;noc;Osobowe;Mean;fotoradar;FALSE;58
Nowy Targ;2;noc;Osobowe;Mean;fotoradar;FALSE;61
Ojrzeń;2;noc;Osobowe;Mean;fotoradar;FALSE;50
Opatów;2;noc;Osobowe;Mean;fotoradar;FALSE;61
Ostrów Wielkopolski;2;noc;Osobowe;Mean;fotoradar;FALSE;55
Ostrówek;2;noc;Osobowe;Mean;fotoradar;FALSE;54
Ożarów;2;noc;Osobowe;Mean;fotoradar;FALSE;76
Pawłowice;2;noc;Osobowe;Mean;fotoradar;FALSE;81
Polichna;2;noc;Osobowe;Mean;fotoradar;FALSE;56
Przasnysz;2;noc;Osobowe;Mean;fotoradar;FALSE;60
Przerzeczyn Zdrój;2;noc;Osobowe;Mean;fotoradar;FALSE;59
Przytoczno;2;noc;Osobowe;Mean;fotoradar;FALSE;71
Samborowo;2;noc;Osobowe;Mean;fotoradar;FALSE;44
Sławno;2;noc;Osobowe;Mean;fotoradar;FALSE;91
Słupca;2;noc;Osobowe;Mean;fotoradar;FALSE;65
Smolice;2;noc;Osobowe;Mean;fotoradar;FALSE;63
Wilczowola;2;noc;Osobowe;Mean;fotoradar;FALSE;64
Zbydniów;2;noc;Osobowe;Mean;fotoradar;FALSE;57
Żarnowo Drugie;2;noc;Osobowe;Mean;fotoradar;FALSE;54
Żukowo;2;noc;Osobowe;Mean;fotoradar;FALSE;65
Aleksandrów;2;noc;Dostawcze;Mean;fotoradar;FALSE;68
Boćki;2;noc;Dostawcze;Mean;fotoradar;FALSE;58
Bratian;2;noc;Dostawcze;Mean;fotoradar;FALSE;62
Cielcza;2;noc;Dostawcze;Mean;fotoradar;FALSE;59
Czerwińsk nad Wisłą;2;noc;Dostawcze;Mean;fotoradar;FALSE;61
Domaradz;2;noc;Dostawcze;Mean;fotoradar;FALSE;83
Egiertowo;2;noc;Dostawcze;Mean;fotoradar;FALSE;59
Gniechowice;2;noc;Dostawcze;Mean;fotoradar;FALSE;47
Jedlińsk;2;noc;Dostawcze;Mean;fotoradar;FALSE;88
Kleczanów;2;noc;Dostawcze;Mean;fotoradar;FALSE;66
Kozienice;2;noc;Dostawcze;Mean;fotoradar;FALSE;50
Kraczkowa;2;noc;Dostawcze;Mean;fotoradar;FALSE;68
Libidza;2;noc;Dostawcze;Mean;fotoradar;FALSE;70
Lubień;2;noc;Dostawcze;Mean;fotoradar;FALSE;68
Lubliniec;2;noc;Dostawcze;Mean;fotoradar;FALSE;83
Łąck;2;noc;Dostawcze;Mean;fotoradar;FALSE;63
Łuszczów Pierwszy;2;noc;Dostawcze;Mean;fotoradar;FALSE;66
Małkowo;2;noc;Dostawcze;Mean;fotoradar;FALSE;70
Mniów;2;noc;Dostawcze;Mean;fotoradar;FALSE;65
Mokrzeszów;2;noc;Dostawcze;Mean;fotoradar;FALSE;67
Nowa Wieś;2;noc;Dostawcze;Mean;fotoradar;FALSE;62
Nowy Targ;2;noc;Dostawcze;Mean;fotoradar;FALSE;62
Ojrzeń;2;noc;Dostawcze;Mean;fotoradar;FALSE;51
Opatów;2;noc;Dostawcze;Mean;fotoradar;FALSE;65
Ostrów Wielkopolski;2;noc;Dostawcze;Mean;fotoradar;FALSE;53
Ostrówek;2;noc;Dostawcze;Mean;fotoradar;FALSE;53
Ożarów;2;noc;Dostawcze;Mean;fotoradar;FALSE;75
Pawłowice;2;noc;Dostawcze;Mean;fotoradar;FALSE;82
Polichna;2;noc;Dostawcze;Mean;fotoradar;FALSE;59
Przasnysz;2;noc;Dostawcze;Mean;fotoradar;FALSE;71
Przerzeczyn Zdrój;2;noc;Dostawcze;Mean;fotoradar;FALSE;61
Przytoczno;2;noc;Dostawcze;Mean;fotoradar;FALSE;73
Samborowo;2;noc;Dostawcze;Mean;fotoradar;FALSE;37
Sławno;2;noc;Dostawcze;Mean;fotoradar;FALSE;95
Słupca;2;noc;Dostawcze;Mean;fotoradar;FALSE;66
Smolice;2;noc;Dostawcze;Mean;fotoradar;FALSE;66
Wilczowola;2;noc;Dostawcze;Mean;fotoradar;FALSE;59
Zbydniów;2;noc;Dostawcze;Mean;fotoradar;FALSE;56
Żarnowo Drugie;2;noc;Dostawcze;Mean;fotoradar;FALSE;54
Żukowo;2;noc;Dostawcze;Mean;fotoradar;FALSE;65
Aleksandrów;2;noc;Ciężarowe;Mean;fotoradar;FALSE;66
Boćki;2;noc;Ciężarowe;Mean;fotoradar;FALSE;52
Bratian;2;noc;Ciężarowe;Mean;fotoradar;FALSE;57
Cielcza;2;noc;Ciężarowe;Mean;fotoradar;FALSE;60
Czerwińsk nad Wisłą;2;noc;Ciężarowe;Mean;fotoradar;FALSE;58
Domaradz;2;noc;Ciężarowe;Mean;fotoradar;FALSE;82
Egiertowo;2;noc;Ciężarowe;Mean;fotoradar;FALSE;56
Gniechowice;2;noc;Ciężarowe;Mean;fotoradar;FALSE;43
Jedlińsk;2;noc;Ciężarowe;Mean;fotoradar;FALSE;84
Kleczanów;2;noc;Ciężarowe;Mean;fotoradar;FALSE;73
Kozienice;2;noc;Ciężarowe;Mean;fotoradar;FALSE;51
Kraczkowa;2;noc;Ciężarowe;Mean;fotoradar;FALSE;72
Libidza;2;noc;Ciężarowe;Mean;fotoradar;FALSE;69
Lubień;2;noc;Ciężarowe;Mean;fotoradar;FALSE;62
Lubliniec;2;noc;Ciężarowe;Mean;fotoradar;FALSE;76
Łąck;2;noc;Ciężarowe;Mean;fotoradar;FALSE;62
Łuszczów Pierwszy;2;noc;Ciężarowe;Mean;fotoradar;FALSE;58
Małkowo;2;noc;Ciężarowe;Mean;fotoradar;FALSE;72
Mniów;2;noc;Ciężarowe;Mean;fotoradar;FALSE;67
Mokrzeszów;2;noc;Ciężarowe;Mean;fotoradar;FALSE;63
Nowa Wieś;2;noc;Ciężarowe;Mean;fotoradar;FALSE;65
Nowy Targ;2;noc;Ciężarowe;Mean;fotoradar;FALSE;63
Ojrzeń;2;noc;Ciężarowe;Mean;fotoradar;FALSE;46
Opatów;2;noc;Ciężarowe;Mean;fotoradar;FALSE;61
Ostrów Wielkopolski;2;noc;Ciężarowe;Mean;fotoradar;FALSE;51
Ostrówek;2;noc;Ciężarowe;Mean;fotoradar;FALSE;57
Ożarów;2;noc;Ciężarowe;Mean;fotoradar;FALSE;70
Pawłowice;2;noc;Ciężarowe;Mean;fotoradar;FALSE;72
Polichna;2;noc;Ciężarowe;Mean;fotoradar;FALSE;56
Przasnysz;2;noc;Ciężarowe;Mean;fotoradar;FALSE;59
Przerzeczyn Zdrój;2;noc;Ciężarowe;Mean;fotoradar;FALSE;60
Przytoczno;2;noc;Ciężarowe;Mean;fotoradar;FALSE;74
Samborowo;2;noc;Ciężarowe;Mean;fotoradar;FALSE;43
Sławno;2;noc;Ciężarowe;Mean;fotoradar;FALSE;83
Słupca;2;noc;Ciężarowe;Mean;fotoradar;FALSE;64
Smolice;2;noc;Ciężarowe;Mean;fotoradar;FALSE;68
Wilczowola;2;noc;Ciężarowe;Mean;fotoradar;FALSE;59
Zbydniów;2;noc;Ciężarowe;Mean;fotoradar;FALSE;52
Żarnowo Drugie;2;noc;Ciężarowe;Mean;fotoradar;FALSE;57
Żukowo;2;noc;Ciężarowe;Mean;fotoradar;FALSE;66
Aleksandrów;2;noc;Ciężarowe z przyczepą i autobusy;Mean;fotoradar;FALSE;68
Boćki;2;noc;Ciężarowe z przyczepą i autobusy;Mean;fotoradar;FALSE;53
Bratian;2;noc;Ciężarowe z przyczepą i autobusy;Mean;fotoradar;FALSE;58
Cielcza;2;noc;Ciężarowe z przyczepą i autobusy;Mean;fotoradar;FALSE;63
Czerwińsk nad Wisłą;2;noc;Ciężarowe z przyczepą i autobusy;Mean;fotoradar;FALSE;56
Domaradz;2;noc;Ciężarowe z przyczepą i autobusy;Mean;fotoradar;FALSE;76
Egiertowo;2;noc;Ciężarowe z przyczepą i autobusy;Mean;fotoradar;FALSE;63
Gniechowice;2;noc;Ciężarowe z przyczepą i autobusy;Mean;fotoradar;FALSE;51
Jedlińsk;2;noc;Ciężarowe z przyczepą i autobusy;Mean;fotoradar;FALSE;80
Kleczanów;2;noc;Ciężarowe z przyczepą i autobusy;Mean;fotoradar;FALSE;71
Kozienice;2;noc;Ciężarowe z przyczepą i autobusy;Mean;fotoradar;FALSE;49
Kraczkowa;2;noc;Ciężarowe z przyczepą i autobusy;Mean;fotoradar;FALSE;69
Libidza;2;noc;Ciężarowe z przyczepą i autobusy;Mean;fotoradar;FALSE;70
Lubień;2;noc;Ciężarowe z przyczepą i autobusy;Mean;fotoradar;FALSE;59
Lubliniec;2;noc;Ciężarowe z przyczepą i autobusy;Mean;fotoradar;FALSE;76
Łąck;2;noc;Ciężarowe z przyczepą i autobusy;Mean;fotoradar;FALSE;58
Łuszczów Pierwszy;2;noc;Ciężarowe z przyczepą i autobusy;Mean;fotoradar;FALSE;63
Małkowo;2;noc;Ciężarowe z przyczepą i autobusy;Mean;fotoradar;FALSE;59
Mniów;2;noc;Ciężarowe z przyczepą i autobusy;Mean;fotoradar;FALSE;66
Mokrzeszów;2;noc;Ciężarowe z przyczepą i autobusy;Mean;fotoradar;FALSE;61
Nowa Wieś;2;noc;Ciężarowe z przyczepą i autobusy;Mean;fotoradar;FALSE;62
Nowy Targ;2;noc;Ciężarowe z przyczepą i autobusy;Mean;fotoradar;FALSE;53
Ojrzeń;2;noc;Ciężarowe z przyczepą i autobusy;Mean;fotoradar;FALSE;52
Opatów;2;noc;Ciężarowe z przyczepą i autobusy;Mean;fotoradar;FALSE;58
Ostrów Wielkopolski;2;noc;Ciężarowe z przyczepą i autobusy;Mean;fotoradar;FALSE;54
Ostrówek;2;noc;Ciężarowe z przyczepą i autobusy;Mean;fotoradar;FALSE;56
Ożarów;2;noc;Ciężarowe z przyczepą i autobusy;Mean;fotoradar;FALSE;70
Pawłowice;2;noc;Ciężarowe z przyczepą i autobusy;Mean;fotoradar;FALSE;73
Polichna;2;noc;Ciężarowe z przyczepą i autobusy;Mean;fotoradar;FALSE;51
Przasnysz;2;noc;Ciężarowe z przyczepą i autobusy;Mean;fotoradar;FALSE;65
Przerzeczyn Zdrój;2;noc;Ciężarowe z przyczepą i autobusy;Mean;fotoradar;FALSE;57
Przytoczno;2;noc;Ciężarowe z przyczepą i autobusy;Mean;fotoradar;FALSE;64
Samborowo;2;noc;Ciężarowe z przyczepą i autobusy;Mean;fotoradar;FALSE;43
Sławno;2;noc;Ciężarowe z przyczepą i autobusy;Mean;fotoradar;FALSE;79
Słupca;2;noc;Ciężarowe z przyczepą i autobusy;Mean;fotoradar;FALSE;59
Smolice;2;noc;Ciężarowe z przyczepą i autobusy;Mean;fotoradar;FALSE;65
Wilczowola;2;noc;Ciężarowe z przyczepą i autobusy;Mean;fotoradar;FALSE;58
Zbydniów;2;noc;Ciężarowe z przyczepą i autobusy;Mean;fotoradar;FALSE;52
Żarnowo Drugie;2;noc;Ciężarowe z przyczepą i autobusy;Mean;fotoradar;FALSE;61
Żukowo;2;noc;Ciężarowe z przyczepą i autobusy;Mean;fotoradar;FALSE;58
Aleksandrów;3;noc;Jednoślady;Max;fotoradar;FALSE;77
Boćki;3;noc;Jednoślady;Max;fotoradar;FALSE;54
Bratian;3;noc;Jednoślady;Max;fotoradar;FALSE;58
Cielcza;3;noc;Jednoślady;Max;fotoradar;FALSE;81
Czerwińsk nad Wisłą;3;noc;Jednoślady;Max;fotoradar;FALSE;0
Domaradz;3;noc;Jednoślady;Max;fotoradar;FALSE;0
Egiertowo;3;noc;Jednoślady;Max;fotoradar;FALSE;0
Gniechowice;3;noc;Jednoślady;Max;fotoradar;FALSE;53
Jedlińsk;3;noc;Jednoślady;Max;fotoradar;FALSE;72
Kleczanów;3;noc;Jednoślady;Max;fotoradar;FALSE;0
Kozienice;3;noc;Jednoślady;Max;fotoradar;FALSE;0
Kraczkowa;3;noc;Jednoślady;Max;fotoradar;FALSE;70
Libidza;3;noc;Jednoślady;Max;fotoradar;FALSE;38
Lubień;3;noc;Jednoślady;Max;fotoradar;FALSE;64
Lubliniec;3;noc;Jednoślady;Max;fotoradar;FALSE;0
Łąck;3;noc;Jednoślady;Max;fotoradar;FALSE;46
Łuszczów Pierwszy;3;noc;Jednoślady;Max;fotoradar;FALSE;40
Małkowo;3;noc;Jednoślady;Max;fotoradar;FALSE;49
Mniów;3;noc;Jednoślady;Max;fotoradar;FALSE;56
Mokrzeszów;3;noc;Jednoślady;Max;fotoradar;FALSE;0
Nowa Wieś;3;noc;Jednoślady;Max;fotoradar;FALSE;19
Nowy Targ;3;noc;Jednoślady;Max;fotoradar;FALSE;0
Ojrzeń;3;noc;Jednoślady;Max;fotoradar;FALSE;0
Opatów;3;noc;Jednoślady;Max;fotoradar;FALSE;0
Ostrów Wielkopolski;3;noc;Jednoślady;Max;fotoradar;FALSE;18
Ostrówek;3;noc;Jednoślady;Max;fotoradar;FALSE;0
Ożarów;3;noc;Jednoślady;Max;fotoradar;FALSE;0
Pawłowice;3;noc;Jednoślady;Max;fotoradar;FALSE;0
Polichna;3;noc;Jednoślady;Max;fotoradar;FALSE;33
Przasnysz;3;noc;Jednoślady;Max;fotoradar;FALSE;61
Przerzeczyn Zdrój;3;noc;Jednoślady;Max;fotoradar;FALSE;41
Przytoczno;3;noc;Jednoślady;Max;fotoradar;FALSE;0
Samborowo;3;noc;Jednoślady;Max;fotoradar;FALSE;0
Sławno;3;noc;Jednoślady;Max;fotoradar;FALSE;0
Słupca;3;noc;Jednoślady;Max;fotoradar;FALSE;69
Smolice;3;noc;Jednoślady;Max;fotoradar;FALSE;0
Wilczowola;3;noc;Jednoślady;Max;fotoradar;FALSE;0
Zbydniów;3;noc;Jednoślady;Max;fotoradar;FALSE;0
Żarnowo Drugie;3;noc;Jednoślady;Max;fotoradar;FALSE;0
Żukowo;3;noc;Jednoślady;Max;fotoradar;FALSE;15
Aleksandrów;3;noc;Osobowe;Max;fotoradar;FALSE;137
Boćki;3;noc;Osobowe;Max;fotoradar;FALSE;71
Bratian;3;noc;Osobowe;Max;fotoradar;FALSE;91
Cielcza;3;noc;Osobowe;Max;fotoradar;FALSE;113
Czerwińsk nad Wisłą;3;noc;Osobowe;Max;fotoradar;FALSE;83
Domaradz;3;noc;Osobowe;Max;fotoradar;FALSE;139
