city;measurement;type;kind;radar;not_comply
Aleksandrów;1;Jednoślady;fotoradar;FALSE;93
Boćki;1;Jednoślady;fotoradar;FALSE;10
Bratian;1;Jednoślady;fotoradar;FALSE;18
Cielcza;1;Jednoślady;fotoradar;FALSE;20
Czerwińsk nad Wisłą;1;Jednoślady;fotoradar;FALSE;41
Domaradz;1;Jednoślady;fotoradar;FALSE;19
Egiertowo;1;Jednoślady;fotoradar;FALSE;16
Gniechowice;1;Jednoślady;fotoradar;FALSE;26
Jedlińsk;1;Jednoślady;fotoradar;FALSE;2
Kleczanów;1;Jednoślady;fotoradar;FALSE;33
Kozienice;1;Jednoślady;fotoradar;FALSE;0
Kraczkowa;1;Jednoślady;fotoradar;FALSE;36
Libidza;1;Jednoślady;fotoradar;FALSE;50
Lubień;1;Jednoślady;fotoradar;FALSE;81
Lubliniec;1;Jednoślady;fotoradar;FALSE;50
Łąck;1;Jednoślady;fotoradar;FALSE;69
Łuszczów Pierwszy;1;Jednoślady;fotoradar;FALSE;30
Małkowo;1;Jednoślady;fotoradar;FALSE;47
Mniów;1;Jednoślady;fotoradar;FALSE;42
Mokrzeszów;1;Jednoślady;fotoradar;FALSE;38
Nowa Wieś;1;Jednoślady;fotoradar;FALSE;24
Nowy Targ;1;Jednoślady;fotoradar;FALSE;45
Ojrzeń;1;Jednoślady;fotoradar;FALSE;1
Opatów;1;Jednoślady;fotoradar;FALSE;26
Ostrów Wielkopolski;1;Jednoślady;fotoradar;FALSE;9
Ostrówek;1;Jednoślady;fotoradar;FALSE;36
Ożarów;1;Jednoślady;fotoradar;FALSE;27
Pawłowice;1;Jednoślady;fotoradar;FALSE;0
Polichna;1;Jednoślady;fotoradar;FALSE;47
Przasnysz;1;Jednoślady;fotoradar;FALSE;0
Przerzeczyn Zdrój;1;Jednoślady;fotoradar;FALSE;25
Przytoczno;1;Jednoślady;fotoradar;FALSE;8
Samborowo;1;Jednoślady;fotoradar;FALSE;7
Sławno;1;Jednoślady;fotoradar;FALSE;71
Słupca;1;Jednoślady;fotoradar;FALSE;66
Smolice;1;Jednoślady;fotoradar;FALSE;55
Wilczowola;1;Jednoślady;fotoradar;FALSE;5
Zbydniów;1;Jednoślady;fotoradar;FALSE;40
Żarnowo Drugie;1;Jednoślady;fotoradar;FALSE;17
Żukowo;1;Jednoślady;fotoradar;FALSE;34
Aleksandrów;1;Osobowe;fotoradar;FALSE;93
Boćki;1;Osobowe;fotoradar;FALSE;37
Bratian;1;Osobowe;fotoradar;FALSE;56
Cielcza;1;Osobowe;fotoradar;FALSE;56
Czerwińsk nad Wisłą;1;Osobowe;fotoradar;FALSE;68
Domaradz;1;Osobowe;fotoradar;FALSE;71
Egiertowo;1;Osobowe;fotoradar;FALSE;40
Gniechowice;1;Osobowe;fotoradar;FALSE;49
Jedlińsk;1;Osobowe;fotoradar;FALSE;13
Kleczanów;1;Osobowe;fotoradar;FALSE;80
Kozienice;1;Osobowe;fotoradar;FALSE;14
Kraczkowa;1;Osobowe;fotoradar;FALSE;73
Libidza;1;Osobowe;fotoradar;FALSE;71
Lubień;1;Osobowe;fotoradar;FALSE;93
Lubliniec;1;Osobowe;fotoradar;FALSE;25
Łąck;1;Osobowe;fotoradar;FALSE;72
Łuszczów Pierwszy;1;Osobowe;fotoradar;FALSE;73
Małkowo;1;Osobowe;fotoradar;FALSE;91
Mniów;1;Osobowe;fotoradar;FALSE;93
Mokrzeszów;1;Osobowe;fotoradar;FALSE;49
Nowa Wieś;1;Osobowe;fotoradar;FALSE;56
Nowy Targ;1;Osobowe;fotoradar;FALSE;82
Ojrzeń;1;Osobowe;fotoradar;FALSE;23
Opatów;1;Osobowe;fotoradar;FALSE;66
Ostrów Wielkopolski;1;Osobowe;fotoradar;FALSE;25
Ostrówek;1;Osobowe;fotoradar;FALSE;80
Ożarów;1;Osobowe;fotoradar;FALSE;73
Pawłowice;1;Osobowe;fotoradar;FALSE;20
Polichna;1;Osobowe;fotoradar;FALSE;84
Przasnysz;1;Osobowe;fotoradar;FALSE;0
Przerzeczyn Zdrój;1;Osobowe;fotoradar;FALSE;76
Przytoczno;1;Osobowe;fotoradar;FALSE;93
Samborowo;1;Osobowe;fotoradar;FALSE;16
Sławno;1;Osobowe;fotoradar;FALSE;99
Słupca;1;Osobowe;fotoradar;FALSE;83
Smolice;1;Osobowe;fotoradar;FALSE;79
Wilczowola;1;Osobowe;fotoradar;FALSE;67
Zbydniów;1;Osobowe;fotoradar;FALSE;92
Żarnowo Drugie;1;Osobowe;fotoradar;FALSE;44
Żukowo;1;Osobowe;fotoradar;FALSE;56
Aleksandrów;1;Dostawcze;fotoradar;FALSE;93
Boćki;1;Dostawcze;fotoradar;FALSE;46
Bratian;1;Dostawcze;fotoradar;FALSE;57
Cielcza;1;Dostawcze;fotoradar;FALSE;60
Czerwińsk nad Wisłą;1;Dostawcze;fotoradar;FALSE;68
Domaradz;1;Dostawcze;fotoradar;FALSE;71
Egiertowo;1;Dostawcze;fotoradar;FALSE;38
Gniechowice;1;Dostawcze;fotoradar;FALSE;45
Jedlińsk;1;Dostawcze;fotoradar;FALSE;16
Kleczanów;1;Dostawcze;fotoradar;FALSE;76
Kozienice;1;Dostawcze;fotoradar;FALSE;14
Kraczkowa;1;Dostawcze;fotoradar;FALSE;85
Libidza;1;Dostawcze;fotoradar;FALSE;68
Lubień;1;Dostawcze;fotoradar;FALSE;92
Lubliniec;1;Dostawcze;fotoradar;FALSE;29
Łąck;1;Dostawcze;fotoradar;FALSE;69
Łuszczów Pierwszy;1;Dostawcze;fotoradar;FALSE;70
Małkowo;1;Dostawcze;fotoradar;FALSE;89
Mniów;1;Dostawcze;fotoradar;FALSE;91
Mokrzeszów;1;Dostawcze;fotoradar;FALSE;45
Nowa Wieś;1;Dostawcze;fotoradar;FALSE;53
Nowy Targ;1;Dostawcze;fotoradar;FALSE;79
Ojrzeń;1;Dostawcze;fotoradar;FALSE;21
Opatów;1;Dostawcze;fotoradar;FALSE;68
Ostrów Wielkopolski;1;Dostawcze;fotoradar;FALSE;26
Ostrówek;1;Dostawcze;fotoradar;FALSE;82
Ożarów;1;Dostawcze;fotoradar;FALSE;66
Pawłowice;1;Dostawcze;fotoradar;FALSE;30
Polichna;1;Dostawcze;fotoradar;FALSE;82
Przasnysz;1;Dostawcze;fotoradar;FALSE;0
Przerzeczyn Zdrój;1;Dostawcze;fotoradar;FALSE;77
Przytoczno;1;Dostawcze;fotoradar;FALSE;79
Samborowo;1;Dostawcze;fotoradar;FALSE;17
Sławno;1;Dostawcze;fotoradar;FALSE;97
Słupca;1;Dostawcze;fotoradar;FALSE;80
Smolice;1;Dostawcze;fotoradar;FALSE;86
Wilczowola;1;Dostawcze;fotoradar;FALSE;68
Zbydniów;1;Dostawcze;fotoradar;FALSE;92
Żarnowo Drugie;1;Dostawcze;fotoradar;FALSE;46
Żukowo;1;Dostawcze;fotoradar;FALSE;60
Aleksandrów;1;Ciężarowe;fotoradar;FALSE;95
Boćki;1;Ciężarowe;fotoradar;FALSE;44
Bratian;1;Ciężarowe;fotoradar;FALSE;61
Cielcza;1;Ciężarowe;fotoradar;FALSE;63
Czerwińsk nad Wisłą;1;Ciężarowe;fotoradar;FALSE;70
Domaradz;1;Ciężarowe;fotoradar;FALSE;72
Egiertowo;1;Ciężarowe;fotoradar;FALSE;36
Gniechowice;1;Ciężarowe;fotoradar;FALSE;54
Jedlińsk;1;Ciężarowe;fotoradar;FALSE;42
Kleczanów;1;Ciężarowe;fotoradar;FALSE;77
Kozienice;1;Ciężarowe;fotoradar;FALSE;18
Kraczkowa;1;Ciężarowe;fotoradar;FALSE;69
Libidza;1;Ciężarowe;fotoradar;FALSE;74
Lubień;1;Ciężarowe;fotoradar;FALSE;94
Lubliniec;1;Ciężarowe;fotoradar;FALSE;74
Łąck;1;Ciężarowe;fotoradar;FALSE;78
Łuszczów Pierwszy;1;Ciężarowe;fotoradar;FALSE;67
Małkowo;1;Ciężarowe;fotoradar;FALSE;89
Mniów;1;Ciężarowe;fotoradar;FALSE;94
Mokrzeszów;1;Ciężarowe;fotoradar;FALSE;44
Nowa Wieś;1;Ciężarowe;fotoradar;FALSE;62
Nowy Targ;1;Ciężarowe;fotoradar;FALSE;84
Ojrzeń;1;Ciężarowe;fotoradar;FALSE;22
Opatów;1;Ciężarowe;fotoradar;FALSE;61
Ostrów Wielkopolski;1;Ciężarowe;fotoradar;FALSE;27
Ostrówek;1;Ciężarowe;fotoradar;FALSE;82
Ożarów;1;Ciężarowe;fotoradar;FALSE;68
Pawłowice;1;Ciężarowe;fotoradar;FALSE;56
Polichna;1;Ciężarowe;fotoradar;FALSE;85
Przasnysz;1;Ciężarowe;fotoradar;FALSE;0
Przerzeczyn Zdrój;1;Ciężarowe;fotoradar;FALSE;77
Przytoczno;1;Ciężarowe;fotoradar;FALSE;92
Samborowo;1;Ciężarowe;fotoradar;FALSE;10
Sławno;1;Ciężarowe;fotoradar;FALSE;98
Słupca;1;Ciężarowe;fotoradar;FALSE;79
Smolice;1;Ciężarowe;fotoradar;FALSE;82
Wilczowola;1;Ciężarowe;fotoradar;FALSE;58
Zbydniów;1;Ciężarowe;fotoradar;FALSE;94
Żarnowo Drugie;1;Ciężarowe;fotoradar;FALSE;55
Żukowo;1;Ciężarowe;fotoradar;FALSE;54
Aleksandrów;1;Ciężarowe z przyczepą i autobusy;fotoradar;FALSE;96
Boćki;1;Ciężarowe z przyczepą i autobusy;fotoradar;FALSE;42
Bratian;1;Ciężarowe z przyczepą i autobusy;fotoradar;FALSE;64
Cielcza;1;Ciężarowe z przyczepą i autobusy;fotoradar;FALSE;74
Czerwińsk nad Wisłą;1;Ciężarowe z przyczepą i autobusy;fotoradar;FALSE;76
Domaradz;1;Ciężarowe z przyczepą i autobusy;fotoradar;FALSE;76
Egiertowo;1;Ciężarowe z przyczepą i autobusy;fotoradar;FALSE;47
Gniechowice;1;Ciężarowe z przyczepą i autobusy;fotoradar;FALSE;64
Jedlińsk;1;Ciężarowe z przyczepą i autobusy;fotoradar;FALSE;21
Kleczanów;1;Ciężarowe z przyczepą i autobusy;fotoradar;FALSE;92
Kozienice;1;Ciężarowe z przyczepą i autobusy;fotoradar;FALSE;18
Kraczkowa;1;Ciężarowe z przyczepą i autobusy;fotoradar;FALSE;73
Libidza;1;Ciężarowe z przyczepą i autobusy;fotoradar;FALSE;79
Lubień;1;Ciężarowe z przyczepą i autobusy;fotoradar;FALSE;93
Lubliniec;1;Ciężarowe z przyczepą i autobusy;fotoradar;FALSE;70
Łąck;1;Ciężarowe z przyczepą i autobusy;fotoradar;FALSE;82
Łuszczów Pierwszy;1;Ciężarowe z przyczepą i autobusy;fotoradar;FALSE;69
Małkowo;1;Ciężarowe z przyczepą i autobusy;fotoradar;FALSE;88
Mniów;1;Ciężarowe z przyczepą i autobusy;fotoradar;FALSE;93
Mokrzeszów;1;Ciężarowe z przyczepą i autobusy;fotoradar;FALSE;51
Nowa Wieś;1;Ciężarowe z przyczepą i autobusy;fotoradar;FALSE;72
Nowy Targ;1;Ciężarowe z przyczepą i autobusy;fotoradar;FALSE;87
Ojrzeń;1;Ciężarowe z przyczepą i autobusy;fotoradar;FALSE;24
Opatów;1;Ciężarowe z przyczepą i autobusy;fotoradar;FALSE;65
Ostrów Wielkopolski;1;Ciężarowe z przyczepą i autobusy;fotoradar;FALSE;24
Ostrówek;1;Ciężarowe z przyczepą i autobusy;fotoradar;FALSE;90
Ożarów;1;Ciężarowe z przyczepą i autobusy;fotoradar;FALSE;73
Pawłowice;1;Ciężarowe z przyczepą i autobusy;fotoradar;FALSE;37
Polichna;1;Ciężarowe z przyczepą i autobusy;fotoradar;FALSE;81
Przasnysz;1;Ciężarowe z przyczepą i autobusy;fotoradar;FALSE;1
Przerzeczyn Zdrój;1;Ciężarowe z przyczepą i autobusy;fotoradar;FALSE;85
Przytoczno;1;Ciężarowe z przyczepą i autobusy;fotoradar;FALSE;94
Samborowo;1;Ciężarowe z przyczepą i autobusy;fotoradar;FALSE;8
Sławno;1;Ciężarowe z przyczepą i autobusy;fotoradar;FALSE;99
Słupca;1;Ciężarowe z przyczepą i autobusy;fotoradar;FALSE;75
Smolice;1;Ciężarowe z przyczepą i autobusy;fotoradar;FALSE;91
Wilczowola;1;Ciężarowe z przyczepą i autobusy;fotoradar;FALSE;59
Zbydniów;1;Ciężarowe z przyczepą i autobusy;fotoradar;FALSE;98
Żarnowo Drugie;1;Ciężarowe z przyczepą i autobusy;fotoradar;FALSE;72
Żukowo;1;Ciężarowe z przyczepą i autobusy;fotoradar;FALSE;63
Aleksandrów;2;Jednoślady;fotoradar;FALSE;67
Boćki;2;Jednoślady;fotoradar;FALSE;18
Bratian;2;Jednoślady;fotoradar;FALSE;29
Cielcza;2;Jednoślady;fotoradar;FALSE;25
Czerwińsk nad Wisłą;2;Jednoślady;fotoradar;FALSE;6
Domaradz;2;Jednoślady;fotoradar;FALSE;62
Egiertowo;2;Jednoślady;fotoradar;FALSE;24
Gniechowice;2;Jednoślady;fotoradar;FALSE;4
Jedlińsk;2;Jednoślady;fotoradar;FALSE;13
Kleczanów;2;Jednoślady;fotoradar;FALSE;60
Kozienice;2;Jednoślady;fotoradar;FALSE;0
Kraczkowa;2;Jednoślady;fotoradar;FALSE;92
Libidza;2;Jednoślady;fotoradar;FALSE;47
Lubień;2;Jednoślady;fotoradar;FALSE;59
Lubliniec;2;Jednoślady;fotoradar;FALSE;0
Łąck;2;Jednoślady;fotoradar;FALSE;17
Łuszczów Pierwszy;2;Jednoślady;fotoradar;FALSE;17
Małkowo;2;Jednoślady;fotoradar;FALSE;19
Mniów;2;Jednoślady;fotoradar;FALSE;33
Mokrzeszów;2;Jednoślady;fotoradar;FALSE;54
Nowa Wieś;2;Jednoślady;fotoradar;FALSE;24
Nowy Targ;2;Jednoślady;fotoradar;FALSE;23
Ojrzeń;2;Jednoślady;fotoradar;FALSE;0
Opatów;2;Jednoślady;fotoradar;FALSE;31
Ostrów Wielkopolski;2;Jednoślady;fotoradar;FALSE;5
Ostrówek;2;Jednoślady;fotoradar;FALSE;12
Ożarów;2;Jednoślady;fotoradar;FALSE;36
Pawłowice;2;Jednoślady;fotoradar;FALSE;0
Polichna;2;Jednoślady;fotoradar;FALSE;48
Przasnysz;2;Jednoślady;fotoradar;FALSE;0
Przerzeczyn Zdrój;2;Jednoślady;fotoradar;FALSE;29
Przytoczno;2;Jednoślady;fotoradar;FALSE;20
Samborowo;2;Jednoślady;fotoradar;FALSE;6
Sławno;2;Jednoślady;fotoradar;FALSE;47
Słupca;2;Jednoślady;fotoradar;FALSE;69
Smolice;2;Jednoślady;fotoradar;FALSE;4
Wilczowola;2;Jednoślady;fotoradar;FALSE;9
Zbydniów;2;Jednoślady;fotoradar;FALSE;14
Żarnowo Drugie;2;Jednoślady;fotoradar;FALSE;22
Żukowo;2;Jednoślady;fotoradar;FALSE;20
Aleksandrów;2;Osobowe;fotoradar;FALSE;76
Boćki;2;Osobowe;fotoradar;FALSE;37
Bratian;2;Osobowe;fotoradar;FALSE;84
Cielcza;2;Osobowe;fotoradar;FALSE;49
Czerwińsk nad Wisłą;2;Osobowe;fotoradar;FALSE;26
Domaradz;2;Osobowe;fotoradar;FALSE;56
Egiertowo;2;Osobowe;fotoradar;FALSE;70
Gniechowice;2;Osobowe;fotoradar;FALSE;16
Jedlińsk;2;Osobowe;fotoradar;FALSE;22
Kleczanów;2;Osobowe;fotoradar;FALSE;69
Kozienice;2;Osobowe;fotoradar;FALSE;15
Kraczkowa;2;Osobowe;fotoradar;FALSE;91
Libidza;2;Osobowe;fotoradar;FALSE;91
Lubień;2;Osobowe;fotoradar;FALSE;74
Lubliniec;2;Osobowe;fotoradar;FALSE;14
Łąck;2;Osobowe;fotoradar;FALSE;38
Łuszczów Pierwszy;2;Osobowe;fotoradar;FALSE;53
Małkowo;2;Osobowe;fotoradar;FALSE;56
Mniów;2;Osobowe;fotoradar;FALSE;80
Mokrzeszów;2;Osobowe;fotoradar;FALSE;78
Nowa Wieś;2;Osobowe;fotoradar;FALSE;53
Nowy Targ;2;Osobowe;fotoradar;FALSE;61
Ojrzeń;2;Osobowe;fotoradar;FALSE;15
Opatów;2;Osobowe;fotoradar;FALSE;64
Ostrów Wielkopolski;2;Osobowe;fotoradar;FALSE;21
Ostrówek;2;Osobowe;fotoradar;FALSE;43
Ożarów;2;Osobowe;fotoradar;FALSE;92
Pawłowice;2;Osobowe;fotoradar;FALSE;23
Polichna;2;Osobowe;fotoradar;FALSE;88
Przasnysz;2;Osobowe;fotoradar;FALSE;1
Przerzeczyn Zdrój;2;Osobowe;fotoradar;FALSE;41
Przytoczno;2;Osobowe;fotoradar;FALSE;83
Samborowo;2;Osobowe;fotoradar;FALSE;14
Sławno;2;Osobowe;fotoradar;FALSE;95
Słupca;2;Osobowe;fotoradar;FALSE;84
Smolice;2;Osobowe;fotoradar;FALSE;58
Wilczowola;2;Osobowe;fotoradar;FALSE;73
Zbydniów;2;Osobowe;fotoradar;FALSE;41
Żarnowo Drugie;2;Osobowe;fotoradar;FALSE;24
Żukowo;2;Osobowe;fotoradar;FALSE;69
Aleksandrów;2;Dostawcze;fotoradar;FALSE;71
Boćki;2;Dostawcze;fotoradar;FALSE;46
Bratian;2;Dostawcze;fotoradar;FALSE;83
Cielcza;2;Dostawcze;fotoradar;FALSE;46
Czerwińsk nad Wisłą;2;Dostawcze;fotoradar;FALSE;25
Domaradz;2;Dostawcze;fotoradar;FALSE;55
Egiertowo;2;Dostawcze;fotoradar;FALSE;37
Gniechowice;2;Dostawcze;fotoradar;FALSE;13
Jedlińsk;2;Dostawcze;fotoradar;FALSE;14
Kleczanów;2;Dostawcze;fotoradar;FALSE;64
Kozienice;2;Dostawcze;fotoradar;FALSE;18
Kraczkowa;2;Dostawcze;fotoradar;FALSE;95
Libidza;2;Dostawcze;fotoradar;FALSE;89
Lubień;2;Dostawcze;fotoradar;FALSE;75
Lubliniec;2;Dostawcze;fotoradar;FALSE;13
Łąck;2;Dostawcze;fotoradar;FALSE;36
Łuszczów Pierwszy;2;Dostawcze;fotoradar;FALSE;55
Małkowo;2;Dostawcze;fotoradar;FALSE;50
Mniów;2;Dostawcze;fotoradar;FALSE;78
Mokrzeszów;2;Dostawcze;fotoradar;FALSE;76
Nowa Wieś;2;Dostawcze;fotoradar;FALSE;50
Nowy Targ;2;Dostawcze;fotoradar;FALSE;54
Ojrzeń;2;Dostawcze;fotoradar;FALSE;14
Opatów;2;Dostawcze;fotoradar;FALSE;62
Ostrów Wielkopolski;2;Dostawcze;fotoradar;FALSE;21
Ostrówek;2;Dostawcze;fotoradar;FALSE;43
Ożarów;2;Dostawcze;fotoradar;FALSE;91
Pawłowice;2;Dostawcze;fotoradar;FALSE;31
Polichna;2;Dostawcze;fotoradar;FALSE;88
Przasnysz;2;Dostawcze;fotoradar;FALSE;3
Przerzeczyn Zdrój;2;Dostawcze;fotoradar;FALSE;40
Przytoczno;2;Dostawcze;fotoradar;FALSE;80
Samborowo;2;Dostawcze;fotoradar;FALSE;15
Sławno;2;Dostawcze;fotoradar;FALSE;97
Słupca;2;Dostawcze;fotoradar;FALSE;86
Smolice;2;Dostawcze;fotoradar;FALSE;66
Wilczowola;2;Dostawcze;fotoradar;FALSE;70
Zbydniów;2;Dostawcze;fotoradar;FALSE;39
Żarnowo Drugie;2;Dostawcze;fotoradar;FALSE;28
Żukowo;2;Dostawcze;fotoradar;FALSE;70
Aleksandrów;2;Ciężarowe;fotoradar;FALSE;76
Boćki;2;Ciężarowe;fotoradar;FALSE;44
Bratian;2;Ciężarowe;fotoradar;FALSE;83
Cielcza;2;Ciężarowe;fotoradar;FALSE;56
Czerwińsk nad Wisłą;2;Ciężarowe;fotoradar;FALSE;32
Domaradz;2;Ciężarowe;fotoradar;FALSE;50
Egiertowo;2;Ciężarowe;fotoradar;FALSE;49
Gniechowice;2;Ciężarowe;fotoradar;FALSE;18
Jedlińsk;2;Ciężarowe;fotoradar;FALSE;38
Kleczanów;2;Ciężarowe;fotoradar;FALSE;73
Kozienice;2;Ciężarowe;fotoradar;FALSE;19
Kraczkowa;2;Ciężarowe;fotoradar;FALSE;93
Libidza;2;Ciężarowe;fotoradar;FALSE;80
Lubień;2;Ciężarowe;fotoradar;FALSE;73
Lubliniec;2;Ciężarowe;fotoradar;FALSE;56
Łąck;2;Ciężarowe;fotoradar;FALSE;42
Łuszczów Pierwszy;2;Ciężarowe;fotoradar;FALSE;46
Małkowo;2;Ciężarowe;fotoradar;FALSE;57
Mniów;2;Ciężarowe;fotoradar;FALSE;83
Mokrzeszów;2;Ciężarowe;fotoradar;FALSE;67
Nowa Wieś;2;Ciężarowe;fotoradar;FALSE;55
Nowy Targ;2;Ciężarowe;fotoradar;FALSE;61
Ojrzeń;2;Ciężarowe;fotoradar;FALSE;12
Opatów;2;Ciężarowe;fotoradar;FALSE;64
Ostrów Wielkopolski;2;Ciężarowe;fotoradar;FALSE;17
Ostrówek;2;Ciężarowe;fotoradar;FALSE;37
Ożarów;2;Ciężarowe;fotoradar;FALSE;94
Pawłowice;2;Ciężarowe;fotoradar;FALSE;64
Polichna;2;Ciężarowe;fotoradar;FALSE;89
Przasnysz;2;Ciężarowe;fotoradar;FALSE;9
Przerzeczyn Zdrój;2;Ciężarowe;fotoradar;FALSE;48
Przytoczno;2;Ciężarowe;fotoradar;FALSE;83
Samborowo;2;Ciężarowe;fotoradar;FALSE;8
Sławno;2;Ciężarowe;fotoradar;FALSE;99
Słupca;2;Ciężarowe;fotoradar;FALSE;80
Smolice;2;Ciężarowe;fotoradar;FALSE;73
Wilczowola;2;Ciężarowe;fotoradar;FALSE;69
Zbydniów;2;Ciężarowe;fotoradar;FALSE;34
Żarnowo Drugie;2;Ciężarowe;fotoradar;FALSE;26
Żukowo;2;Ciężarowe;fotoradar;FALSE;68
Aleksandrów;2;Ciężarowe z przyczepą i autobusy;fotoradar;FALSE;79
Boćki;2;Ciężarowe z przyczepą i autobusy;fotoradar;FALSE;43
Bratian;2;Ciężarowe z przyczepą i autobusy;fotoradar;FALSE;77
Cielcza;2;Ciężarowe z przyczepą i autobusy;fotoradar;FALSE;65
Czerwińsk nad Wisłą;2;Ciężarowe z przyczepą i autobusy;fotoradar;FALSE;38
Domaradz;2;Ciężarowe z przyczepą i autobusy;fotoradar;FALSE;57
Egiertowo;2;Ciężarowe z przyczepą i autobusy;fotoradar;FALSE;72
Gniechowice;2;Ciężarowe z przyczepą i autobusy;fotoradar;FALSE;30
Jedlińsk;2;Ciężarowe z przyczepą i autobusy;fotoradar;FALSE;26
Kleczanów;2;Ciężarowe z przyczepą i autobusy;fotoradar;FALSE;86
Kozienice;2;Ciężarowe z przyczepą i autobusy;fotoradar;FALSE;21
Kraczkowa;2;Ciężarowe z przyczepą i autobusy;fotoradar;FALSE;93
Libidza;2;Ciężarowe z przyczepą i autobusy;fotoradar;FALSE;90
Lubień;2;Ciężarowe z przyczepą i autobusy;fotoradar;FALSE;76
Lubliniec;2;Ciężarowe z przyczepą i autobusy;fotoradar;FALSE;77
Łąck;2;Ciężarowe z przyczepą i autobusy;fotoradar;FALSE;53
Łuszczów Pierwszy;2;Ciężarowe z przyczepą i autobusy;fotoradar;FALSE;52
Małkowo;2;Ciężarowe z przyczepą i autobusy;fotoradar;FALSE;56
Mniów;2;Ciężarowe z przyczepą i autobusy;fotoradar;FALSE;88
Mokrzeszów;2;Ciężarowe z przyczepą i autobusy;fotoradar;FALSE;73
Nowa Wieś;2;Ciężarowe z przyczepą i autobusy;fotoradar;FALSE;69
Nowy Targ;2;Ciężarowe z przyczepą i autobusy;fotoradar;FALSE;67
Ojrzeń;2;Ciężarowe z przyczepą i autobusy;fotoradar;FALSE;17
Opatów;2;Ciężarowe z przyczepą i autobusy;fotoradar;FALSE;69
Ostrów Wielkopolski;2;Ciężarowe z przyczepą i autobusy;fotoradar;FALSE;16
Ostrówek;2;Ciężarowe z przyczepą i autobusy;fotoradar;FALSE;48
Ożarów;2;Ciężarowe z przyczepą i autobusy;fotoradar;FALSE;94
Pawłowice;2;Ciężarowe z przyczepą i autobusy;fotoradar;FALSE;65
Polichna;2;Ciężarowe z przyczepą i autobusy;fotoradar;FALSE;94
Przasnysz;2;Ciężarowe z przyczepą i autobusy;fotoradar;FALSE;15
Przerzeczyn Zdrój;2;Ciężarowe z przyczepą i autobusy;fotoradar;FALSE;59
Przytoczno;2;Ciężarowe z przyczepą i autobusy;fotoradar;FALSE;86
Samborowo;2;Ciężarowe z przyczepą i autobusy;fotoradar;FALSE;6
Sławno;2;Ciężarowe z przyczepą i autobusy;fotoradar;FALSE;98
Słupca;2;Ciężarowe z przyczepą i autobusy;fotoradar;FALSE;74
Smolice;2;Ciężarowe z przyczepą i autobusy;fotoradar;FALSE;79
Wilczowola;2;Ciężarowe z przyczepą i autobusy;fotoradar;FALSE;72
Zbydniów;2;Ciężarowe z przyczepą i autobusy;fotoradar;FALSE;33
Żarnowo Drugie;2;Ciężarowe z przyczepą i autobusy;fotoradar;FALSE;46
Żukowo;2;Ciężarowe z przyczepą i autobusy;fotoradar;FALSE;68
Aleksandrów;3;Jednoślady;fotoradar;FALSE;85
Boćki;3;Jednoślady;fotoradar;FALSE;17
Bratian;3;Jednoślady;fotoradar;FALSE;56
Cielcza;3;Jednoślady;fotoradar;FALSE;0
Czerwińsk nad Wisłą;3;Jednoślady;fotoradar;FALSE;5
Domaradz;3;Jednoślady;fotoradar;FALSE;60
Egiertowo;3;Jednoślady;fotoradar;FALSE;37
Gniechowice;3;Jednoślady;fotoradar;FALSE;12
Jedlińsk;3;Jednoślady;fotoradar;FALSE;6
Kleczanów;3;Jednoślady;fotoradar;FALSE;33
Kozienice;3;Jednoślady;fotoradar;FALSE;0
Kraczkowa;3;Jednoślady;fotoradar;FALSE;6
Libidza;3;Jednoślady;fotoradar;FALSE;33
Lubień;3;Jednoślady;fotoradar;FALSE;67
Lubliniec;3;Jednoślady;fotoradar;FALSE;0
Łąck;3;Jednoślady;fotoradar;FALSE;5
Łuszczów Pierwszy;3;Jednoślady;fotoradar;FALSE;31
Małkowo;3;Jednoślady;fotoradar;FALSE;2
Mniów;3;Jednoślady;fotoradar;FALSE;29
Mokrzeszów;3;Jednoślady;fotoradar;FALSE;50
Nowa Wieś;3;Jednoślady;fotoradar;FALSE;10
Nowy Targ;3;Jednoślady;fotoradar;FALSE;30
Ojrzeń;3;Jednoślady;fotoradar;FALSE;37
Opatów;3;Jednoślady;fotoradar;FALSE;13
Ostrów Wielkopolski;3;Jednoślady;fotoradar;FALSE;3
Ostrówek;3;Jednoślady;fotoradar;FALSE;61
Ożarów;3;Jednoślady;fotoradar;FALSE;22
Pawłowice;3;Jednoślady;fotoradar;FALSE;0
Polichna;3;Jednoślady;fotoradar;FALSE;0
Przasnysz;3;Jednoślady;fotoradar;FALSE;0
Przerzeczyn Zdrój;3;Jednoślady;fotoradar;FALSE;39
Przytoczno;3;Jednoślady;fotoradar;FALSE;0
Samborowo;3;Jednoślady;fotoradar;FALSE;7
Sławno;3;Jednoślady;fotoradar;FALSE;80
Słupca;3;Jednoślady;fotoradar;FALSE;55
Smolice;3;Jednoślady;fotoradar;FALSE;52
Wilczowola;3;Jednoślady;fotoradar;FALSE;9
Zbydniów;3;Jednoślady;fotoradar;FALSE;32
Żarnowo Drugie;3;Jednoślady;fotoradar;FALSE;43
Żukowo;3;Jednoślady;fotoradar;FALSE;42
Aleksandrów;3;Osobowe;fotoradar;FALSE;85
Boćki;3;Osobowe;fotoradar;FALSE;37
Bratian;3;Osobowe;fotoradar;FALSE;83
Cielcza;3;Osobowe;fotoradar;FALSE;0
